TRAIN_PAWS_QQP_id	PPDB_id	sent1	sent2	paraphrase1	paraphrase2	labels1	labels2	Ground Label
7799	527108	b'Cross grain leather or expensive leather , which one is better quality leather and pebble ?'	b'Cross grain leather or pebble leather , which one is better quality leather and expensive ?'	 better quality 	 quality 	O O O O O O O O O O B E O O O O	O O O O O O O O O O O S O O O O	0
7803	36773	"b""What 's the most efficient classification algorithm for unbalanced data sets ?"""	"b""What 's the most efficient classification algorithm for unbalanced data sets ?"""	 most efficient 	 efficient 	O O O B E O O O O O O O	O O O O S O O O O O O O	1
7803	73636	"b""What 's the most efficient classification algorithm for unbalanced data sets ?"""	"b""What 's the most efficient classification algorithm for unbalanced data sets ?"""	 most efficient 	 efficient 	O O O B E O O O O O O O	O O O O S O O O O O O O	1
7824	108993	b'Which book is best for Indian history and world history for ias preparation ?'	b'Which book is best for ias history and world history for Indian preparation ?'	 world history 	 history 	O O O O O O O O B E O O O O	O O O O O O S O O O O O O O	0
7828	151155	"b""How do you know if you 're hard on yourself or you are not trying hard enough ?"""	"b""How do you know if you are hard on yourself or you 're not trying hard enough ?"""	 hard enough 	 enough 	O O O O O O O B O O O O O O O O E O	O O O O O O O O O O O O O O O O S O	1
7828	322477	"b""How do you know if you 're hard on yourself or you are not trying hard enough ?"""	"b""How do you know if you are hard on yourself or you 're not trying hard enough ?"""	 you 're 	 you 	O O B O O O E O O O O O O O O O O O	O O S O O O O O O O O O O O O O O O	1
7828	381134	"b""How do you know if you 're hard on yourself or you are not trying hard enough ?"""	"b""How do you know if you are hard on yourself or you 're not trying hard enough ?"""	 are not 	 're not 	O O O O O O O O O O O O B E O O O O	O O O O O O O O O O O O B E O O O O	1
7840	350671	"b""Why ca n't white people , black people , and all other people just get along ?"""	"b""Why ca n't black people , white people , and all other people just get along ?"""	 white people 	 white 	O O O B E O O O O O O O O O O O O	O O O O O O S O O O O O O O O O O	1
7866	390095	b'Hello , I failed in 11th standard , now open school , I dont study regularly how do I motivate myself ?'	b'Hello , I failed in open standard , now 11th school , I dont study regularly how do I motivate myself ?'	 now open 	 open 	O O O O O O O O B E O O O O O O O O O O O O	O O O O O S O O O O O O O O O O O O O O O O	0
7902	5162	b'I love my parents but they are very difficult to live with.What should I do ?'	b'I love my parents but they are very difficult to do with.Why should I live ?'	 very difficult 	 difficult 	O O O O O O O B E O O O O O O O	O O O O O O O O S O O O O O O O	0
7902	74993	b'I love my parents but they are very difficult to live with.What should I do ?'	b'I love my parents but they are very difficult to do with.Why should I live ?'	 very difficult 	 difficult 	O O O O O O O B E O O O O O O O	O O O O O O O O S O O O O O O O	0
7902	111945	b'I love my parents but they are very difficult to live with.What should I do ?'	b'I love my parents but they are very difficult to do with.Why should I live ?'	 very difficult to 	 difficult to 	O O O O O O O B I E O O O O O O	O O O O O O O O B E O O O O O O	0
7911	204204	b'Do actors get a hot-on while filming kissing scenes or hard scenes with actresses ? Do they ever get carried away while filming these scenes ?'	b'Do actors get a hard-on while filming kissing scenes or hot scenes with actresses ? Do they ever get carried away while filming these scenes ?'	 get carried away 	 carried away 	O O B O O O O O O O O O O O O O O O O I E O O O O O	O O O O O O O O O O O O O O O O O O O B E O O O O O	0
7911	498673	b'Do actors get a hot-on while filming kissing scenes or hard scenes with actresses ? Do they ever get carried away while filming these scenes ?'	b'Do actors get a hard-on while filming kissing scenes or hot scenes with actresses ? Do they ever get carried away while filming these scenes ?'	 carried away 	 get carried away 	O O O O O O O O O O O O O O O O O O O B E O O O O O	O O B O O O O O O O O O O O O O O O O I E O O O O O	0
7913	190070	b'I am 25 and very ugly . No girl is attracted to me . I feel very depressed sometimes . What should I do ?'	b'I am 25 and very depressed . No girl is attracted to me . I feel very ugly sometimes . What should I do ?'	 very depressed 	 depressed 	O O O O B O O O O O O O O O O O O E O O O O O O O	O O O O O S O O O O O O O O O O O O O O O O O O O	0
7913	357435	b'I am 25 and very ugly . No girl is attracted to me . I feel very depressed sometimes . What should I do ?'	b'I am 25 and very depressed . No girl is attracted to me . I feel very ugly sometimes . What should I do ?'	 very ugly 	 ugly 	O O O O B E O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O O O O O S O O O O O O O	0
7913	537932	b'I am 25 and very ugly . No girl is attracted to me . I feel very depressed sometimes . What should I do ?'	b'I am 25 and very depressed . No girl is attracted to me . I feel very ugly sometimes . What should I do ?'	 depressed 	 very depressed 	O O O O O O O O O O O O O O O O O S O O O O O O O	O O O O B E O O O O O O O O O O O O O O O O O O O	0
7944	466843	b'If my mental illnesses are getting worse such and BPD and BDD and more , how can I get my parents to listen when they get so ashamed and disappointed ?'	b'If my mental illnesses are getting more such and BPD and BDD and worse , how can I get my parents to listen when they get so ashamed and disappointed ?'	 getting worse 	 worse 	O O O O O B E O O O O O O O O O O O O O O O O O O O O O O O O	O O O O O O O O O O O O O S O O O O O O O O O O O O O O O O O	0
7952	322477	"b""If you 're gay are you bisexual ?"""	"b""If you 're bisexual are you gay ?"""	 you 're 	 you 	O B E O O O O O	O S O O O O O O	0
7969	68988	"b""Did Germany 's betrayal of the Germans really matter to Romania in WW2 ?"""	"b""Did Romania 's betrayal of the Germans really matter to Germany in WW2 ?"""	 really matter 	 matter 	O O O O O O O B E O O O O O	O O O O O O O O S O O O O O	0
7981	312965	b'What is the reason that people evolved to be darker in the hot regions of the world despite the fact that dark bodies absorb heat ?'	b'What is the reason that people evolved to be darker in the dark regions of the world despite the fact that hot bodies absorb heat ?'	 regions of 	 regions of the world 	O O O O O O O O O O O O O B E O O O O O O O O O O O	O O O O O O O O O O O O O B I I E O O O O O O O O O	0
7981	322291	b'What is the reason that people evolved to be darker in the hot regions of the world despite the fact that dark bodies absorb heat ?'	b'What is the reason that people evolved to be darker in the dark regions of the world despite the fact that hot bodies absorb heat ?'	 regions of the world 	 regions of 	O O O O O O O O O O O O O B I I E O O O O O O O O O	O O O O O O O O O O O O O B E O O O O O O O O O O O	0
7997	378772	b'Are poor people some way responsible that others are rich ?'	b'Are rich people some way responsible that others are poor ?'	 poor people 	 poor 	O B E O O O O O O O O	O O O O O O O O O S O	0
8021	264011	b'Since President Trump got a presidential aircraft , Air Force One-Who or what is the use of his private jet for next 5 years ?'	b'Since President Trump got a private aircraft , Air Force One-Who or what is the use of his presidential jet for next 5 years ?'	 5 years 	 years 	O O O O O O O O O O O O O O O O O O O O O O B E O	O O O O O O O O O O O O O O O O O O O O O O O S O	0
8023	109355	"b""I am 17 years old . Can I get learner 's driving licence ? If yes , how do I apply for it ?"""	"b""I am 17 years old . Can I get learner 's driving licence ? If yes , how do I apply for it ?"""	 years old 	 old 	O O O B E O O O O O O O O O O O O O O O O O O O	O O O O S O O O O O O O O O O O O O O O O O O O	1
8025	361987	"b""What is a nice men 's watch for under $ 300 that 's silent ( no ticking ) ?"""	"b""What 's a nice men 's watch for under $ 300 that is silent ( no ticking ) ?"""	 is a nice 	 's a nice 	O B I E O O O O O O O O O O O O O O O	O B I E O O O O O O O O O O O O O O O	1
8025	439795	"b""What is a nice men 's watch for under $ 300 that 's silent ( no ticking ) ?"""	"b""What 's a nice men 's watch for under $ 300 that is silent ( no ticking ) ?"""	 men 's 	 men 	O O O O B E O O O O O O O O O O O O O	O O O O S O O O O O O O O O O O O O O	1
8054	194950	"b""How should one , who is passionate about women 's rights start a serious activism journey , if she 's going to face a lot of problems doing so ?"""	"b""How should one who 's passionate about women 's rights start a serious activism journey if she is going to face a lot of problems doing so ?"""	 's going to 	 going to 	O O O O O O O O O B O O O O O O O O O O I E O O O O O O O O	O O O O O O O O O O O O O O O O O O B E O O O O O O O O	1
8054	194952	"b""How should one , who is passionate about women 's rights start a serious activism journey , if she 's going to face a lot of problems doing so ?"""	"b""How should one who 's passionate about women 's rights start a serious activism journey if she is going to face a lot of problems doing so ?"""	 's going to 	 going to 	O O O O O O O O O B O O O O O O O O O O I E O O O O O O O O	O O O O O O O O O O O O O O O O O O B E O O O O O O O O	1
8054	194955	"b""How should one , who is passionate about women 's rights start a serious activism journey , if she 's going to face a lot of problems doing so ?"""	"b""How should one who 's passionate about women 's rights start a serious activism journey if she is going to face a lot of problems doing so ?"""	 's going to 	 going to 	O O O O O O O O O B O O O O O O O O O O I E O O O O O O O O	O O O O O O O O O O O O O O O O O O B E O O O O O O O O	1
8054	194960	"b""How should one , who is passionate about women 's rights start a serious activism journey , if she 's going to face a lot of problems doing so ?"""	"b""How should one who 's passionate about women 's rights start a serious activism journey if she is going to face a lot of problems doing so ?"""	 's going to 	 going to 	O O O O O O O O O B O O O O O O O O O O I E O O O O O O O O	O O O O O O O O O O O O O O O O O O B E O O O O O O O O	1
8054	194965	"b""How should one , who is passionate about women 's rights start a serious activism journey , if she 's going to face a lot of problems doing so ?"""	"b""How should one who 's passionate about women 's rights start a serious activism journey if she is going to face a lot of problems doing so ?"""	 's going to 	 going to 	O O O O O O O O O B O O O O O O O O O O I E O O O O O O O O	O O O O O O O O O O O O O O O O O O B E O O O O O O O O	1
8054	278556	"b""How should one , who is passionate about women 's rights start a serious activism journey , if she 's going to face a lot of problems doing so ?"""	"b""How should one who 's passionate about women 's rights start a serious activism journey if she is going to face a lot of problems doing so ?"""	 's rights 	 rights 	O O O O O O O O O B E O O O O O O O O O O O O O O O O O O O	O O O O O O O O O S O O O O O O O O O O O O O O O O O O	1
