QQP_id	PPDB_id	sent1	sent2	paraphrase1	paraphrase2	label
148921.0	379943.0	I am afraid I am the only conscious person and everyone else is just a deterministic natural robot. Is there an irrefutable argument that would disprove this fear despite its unlikely nature?	How do you prove that I am not the only person in the Matrix and everyone else is just a computer program?	 everyone else 	 everyone 	1
148921.0	1398890.0	I am afraid I am the only conscious person and everyone else is just a deterministic natural robot. Is there an irrefutable argument that would disprove this fear despite its unlikely nature?	How do you prove that I am not the only person in the Matrix and everyone else is just a computer program?	 everyone else 	 everyone 	1
148931.0	621387.0	If a genie offered you three wishes, what are safe wishes to make?	If a genie grants you three wishes, what do you intend to wish for?	 wishes to 	 you intend to 	1
148944.0	674737.0	How long does it take a woman to get pregnant after sex?	When can women get pregnant in the menstrual cycle?	 get pregnant 	 pregnant 	0
149000.0	149481.0	Is 16 too late to start tricking?	I am 16. Is it too late to practice a sport?	 too late 	 late 	0
149000.0	255018.0	Is 16 too late to start tricking?	I am 16. Is it too late to practice a sport?	 too late 	 late 	0
149016.0	284312.0	What is the type of expense in opening a business current account required for a startup?	How do I analyse current market requirements for opening a business?	 required for 	 requirements for 	0
149016.0	645068.0	What is the type of expense in opening a business current account required for a startup?	How do I analyse current market requirements for opening a business?	 required for 	 requirements for 	0
149059.0	546011.0	How do I make a difference between standing up and fighting for myself and being matured enough to forgive your closed ones who hurt you, not quarrel?	There're about 5 different people who pick on me all the time and I'm scared to stand up for myself. What do I do?	 standing up 	 stand 	0
149109.0	145668.0	What is the most probable (the most evidence) base structure of the universe or existence (Based on such theories as we have now)?	What is the Most probable base structure of the universe or existence?	 most probable 	 probable 	1
149139.0	103288.0	What is the most beautiful thing ever said to you?	What's the most beautiful thing someone ever said?	 most beautiful 	 beautiful 	1
149172.0	1267965.0	Why do risk assessments need to be reviewed regularly?	How do I become a risk assessment expert?	 risk assessments 	 assessment 	0
149188.0	60786.0	What is the most effective non stimulant fat burner?	Which is the most effective fat burner one can take? What are the dosages?	 most effective 	 effective 	0
149194.0	209646.0	"Why do people say ""bless you"" whenever someone sneezes?"	"Why do they say ""God bless you"" when you sneeze?"	 people say 	 say 	1
149204.0	1284294.0	Is there any country or nation in the present world which has never been occupied and ruled by another country or nation?	Which country does not have a national anthem?	 another country 	 country 	0
149212.0	234683.0	How can I make rs 10000 per month with 1 lakh rupees in India?	Is it easy to earn 10000 per month with 1lakh rupees?	 per month 	 month 	1
149223.0	1324403.0	What programming language/languages can be used to make anything?	Which programming language can be used to create anything?	 can be used 	 can be 	1
149223.0	1324407.0	What programming language/languages can be used to make anything?	Which programming language can be used to create anything?	 can be used 	 can be 	1
149252.0	33960.0	Why haven't I got the MIUI 8 update in my Mi4 yet even though it's out for every Mi user?	Why don't I feel energized in the morning even though I sleep for 7-8 hours?	 even though 	 though 	0
149252.0	223380.0	Why haven't I got the MIUI 8 update in my Mi4 yet even though it's out for every Mi user?	Why don't I feel energized in the morning even though I sleep for 7-8 hours?	 even though 	 even 	0
149273.0	674737.0	Can I get pregnant two days after my period ends?	How do I get pregnant just after my periods?	 get pregnant 	 pregnant 	1
149353.0	1429874.0	Why does something bad happen after something good?	When something good happens something bad happens why?	 something bad 	 bad 	0
149370.0	1310937.0	Recreational Vehicles: What does it feel like to live year-round in an RV?	What does it feel like to live in a RV or trailer?	 feel like 	 like 	1
149382.0	14913.0	Which language do you think is the most difficult all over the world?	Which is the most difficult language of the world and why?	 most difficult 	 difficult 	0
149395.0	1185247.0	What plant is this in the photo, any additional information on the plant is appreciated?	What is the plant shown in this picture? Any additional information will be appreciated.?	 additional information 	 additional 	1
149445.0	1326874.0	How can the U.S. Constitution be amended officially?	How can an amendment to the U.S. Constitution be ratified? What is the process?	 be amended 	 an amendment to 	1
149495.0	1310937.0	I'm a 15 year old boy and I am a very optimitic guy at school and in public but when im alone I dont feel like I have something to live for?	I am a 21-year old male pursuing a BTech in CSE at NIT. Sometimes I feel very alone, like I have lost myself. I never had any relationships but I feel that I need someone to share my feelings. What should I do?	 feel like 	 like 	0
149535.0	1406123.0	Which mobile phone is the best under 15k?	Which is the best mobile under 15000	 mobile phone 	 mobile 	1
149594.0	674737.0	Can you get pregnant 5 days before ovulation? Why or why not?	Can you get pregnant 4 days before ovulation?	 get pregnant 	 pregnant 	0
149607.0	88753.0	How does first time sex feel like?	What does first sex feel like?	 first time 	 first 	1
149607.0	646502.0	How does first time sex feel like?	What does first sex feel like?	 first time 	 first 	1
149642.0	1406126.0	Should mobile phones be banned in schools, colleges and offices?	Should mobile phones be prohibited in school?	 mobile phones 	 mobile 	0
149642.0	1484913.0	Should mobile phones be banned in schools, colleges and offices?	Should mobile phones be prohibited in school?	 banned in 	 prohibited in 	0
