	SNLI_PairID	PPDB_id	sent1	sent2	paraphrase1	paraphrase2	gold_label
9627	313251305.jpg#3r1c	1043785.0	Racers get ready to swim by the side of the pool.	the racers are not ready to swim	 get ready 	 ready 	contradiction
9628	4759107378.jpg#3r1e	638905.0	Friends are sitting down for lunch on a sunny day.	People are sitting down outdoors.	 sitting down 	 sitting 	entailment
9629	6046473448.jpg#0r1e	1266467.0	A young man in shorts and tank top sitting on a bike with a double seat pull behind two wheeler attached to it and one in front with both being yellow in color.	A young man is sitting on a bike.	 young man 	 young 	entailment
9630	6046473448.jpg#0r1c	1266467.0	A young man in shorts and tank top sitting on a bike with a double seat pull behind two wheeler attached to it and one in front with both being yellow in color.	A young man is sitting on a horse.	 young man 	 young 	contradiction
9631	6046473448.jpg#0r1n	1266467.0	A young man in shorts and tank top sitting on a bike with a double seat pull behind two wheeler attached to it and one in front with both being yellow in color.	A young man is sitting on a bike thinking about where to go next.	 young man 	 young 	neutral
9632	3978673802.jpg#2r1c	1266467.0	A young man in a gingham shirt plays billiards in a pool hall.	A young man in a pokemon shirt plays pool in a pool hall.	 young man 	 young 	contradiction
9633	3978673802.jpg#2r1n	1266467.0	A young man in a gingham shirt plays billiards in a pool hall.	A young man in a gingham shirt plays billiards in a pool hall with his friend.	 young man 	 young 	neutral
9634	2497747805.jpg#1r1c	808939.0	Black kid in black shorts bounces soccer ball on head at beach near water with another man looking at him.	The black kid is throwing a football to the man on the beach.	 another man 	 man 	contradiction
9635	2497747805.jpg#1r1e	808939.0	Black kid in black shorts bounces soccer ball on head at beach near water with another man looking at him.	The man is watching the kid play with a soccer ball.	 another man 	 man 	entailment
9636	2497747805.jpg#1r1n	808939.0	Black kid in black shorts bounces soccer ball on head at beach near water with another man looking at him.	The man wants to join in with the kid playing soccer.	 another man 	 man 	neutral
9637	7355163918.jpg#0r1c	214031.0	Two indigenous people wearing traditional costumes of reed hats and necklaces.	The indigenous people are out jogging.	 indigenous people 	 indigenous 	contradiction
9638	7355163918.jpg#0r1c	410988.0	Two indigenous people wearing traditional costumes of reed hats and necklaces.	The indigenous people are out jogging.	 indigenous people 	 indigenous 	contradiction
9639	7355163918.jpg#0r1c	1286309.0	Two indigenous people wearing traditional costumes of reed hats and necklaces.	The indigenous people are out jogging.	 indigenous people 	 indigenous 	contradiction
9640	1874520584.jpg#4r1e	733215.0	Man operating a Eyrovia machine.	A man operates a machine.	 operating a 	 operates a 	entailment
9641	2438754748.jpg#3r1e	735166.0	Two best friends embracing their friendship.	Two friends are currently together.	 best friends 	 friends 	entailment
9642	2438754748.jpg#3r1n	735166.0	Two best friends embracing their friendship.	The best friends are watching a sunset.	 best friends 	 friends 	neutral
9643	2438754748.jpg#3r1n	1392512.0	Two best friends embracing their friendship.	The best friends are watching a sunset.	 friends 	 best friends 	neutral
9644	2438754748.jpg#3r1c	735166.0	Two best friends embracing their friendship.	Two friends are arguing and discontinuing friendship.	 best friends 	 friends 	contradiction
9645	811663364.jpg#2r1e	614786.0	A little girl running through yellow sprinkler in a grassy yard.	a girl is running	 little girl 	 girl 	entailment
9646	811663364.jpg#2r1n	614786.0	A little girl running through yellow sprinkler in a grassy yard.	the girl is five	 little girl 	 girl 	neutral
9647	811663364.jpg#2r1c	614786.0	A little girl running through yellow sprinkler in a grassy yard.	the girl is asleep	 little girl 	 girl 	contradiction
9648	811663364.jpg#1r1e	614786.0	A little girl in a swimsuit jumps over a sprinkler with her eyes hut.	The girl is jumping .	 little girl 	 girl 	entailment
9649	811663364.jpg#1r1n	614786.0	A little girl in a swimsuit jumps over a sprinkler with her eyes hut.	the girl is young.	 little girl 	 girl 	neutral
9650	3426327477.jpg#2r4e	627659.0	There is a person walking on the street in between a red and yellow car with a bag and a basket full of items.	There is someone on the streets.	 is a person 	 is someone 	entailment
9651	3426327477.jpg#2r4e	633834.0	There is a person walking on the street in between a red and yellow car with a bag and a basket full of items.	There is someone on the streets.	 is a person 	 is someone 	entailment
9652	4410308811.jpg#2r1e	292242.0	A man at a desk is listening to a man in a white shirt speak.	a man listens to a speech	 is listening to 	 listens to 	entailment
9653	4410308811.jpg#2r1e	292245.0	A man at a desk is listening to a man in a white shirt speak.	a man listens to a speech	 is listening to 	 listens to 	entailment
9654	3737556823.jpg#2r1c	1266467.0	A young man is doing an ollie at a skateboard park.	A young woman at the library.	 young man 	 young 	contradiction
9655	6331630561.jpg#0r1e	672152.0	Two girls are doing karate together, while others are walking in the background.	Other people walk around the two girls.	 are walking 	 walk around 	entailment
9656	539705321.jpg#0r5c	447899.0	The boy with the red soccer suit is falling down while the boy in the white shirt has his eyes on the ball.	A falling down looking at a ball.	 falling down 	 falling 	contradiction
9657	539705321.jpg#0r5e	447899.0	The boy with the red soccer suit is falling down while the boy in the white shirt has his eyes on the ball.	A boy falling down with his eyes on the ball.	 falling down 	 falling 	entailment
9658	539705321.jpg#0r1n	447910.0	The boy with the red soccer suit is falling down while the boy in the white shirt has his eyes on the ball.	the boy in the white shirt watched the ball as the other boy fell during the championship	 falling down 	 fell 	neutral
9659	112411540.jpg#3r1c	1266467.0	A pleasant young man working at a jewelry store.	The young person is rude.	 young man 	 young 	contradiction
9660	112411540.jpg#1r1c	1266467.0	A young man in a gray jacket stands behind the counter of a jewelery store and smiles.	A young man shouts angrily at customers as they run from his store after stealing jewelry	 young man 	 young 	contradiction
9661	112411540.jpg#1r1n	1266467.0	A young man in a gray jacket stands behind the counter of a jewelery store and smiles.	A young man tries to impress on the first day of his job	 young man 	 young 	neutral
9662	488064659.jpg#0r1e	302929.0	Four children, two of whom are dressed all in black standing in the yard of a house with a basket full of what looks like eggs.	Four children stand in a yard.	 standing in 	 stand in 	entailment
9663	474008209.jpg#2r1n	1056407.0	Boy building a structure using items found in a meadow.	A boy is currently in a meadow.	 found in 	 is currently in 	neutral
9664	14868339.jpg#1r1n	808939.0	A custodian is talking to another man by an elevator.	The man is talking about the broken elevator.	 another man 	 man 	neutral
9665	3849318202.jpg#4r1c	614786.0	a little girl in a pink coat at the beach drawing in the sand.	The little girl is wearing a gold parka.	 little girl 	 girl 	contradiction
9666	3849318202.jpg#4r1n	614786.0	a little girl in a pink coat at the beach drawing in the sand.	The little girl is building a sandcastle.	 little girl 	 girl 	neutral
9667	508958120.jpg#0r1e	1099758.0	One person is sitting on a large rock while another person is standing nearby	A person wathes another sit on a large rock.	 another person 	 person 	entailment
9668	2814321280.jpg#0r5n	489928.0	A woman in a white shirt is wearing blue goggles while speaking to someone with her hands.	The woman is talking about her cats.	 speaking to 	 is talking about 	neutral
9669	4231971701.jpg#1r1e	1167694.0	Little blond girl plays in her room, wearing a tutu.	A small child is playing in a tutu	 plays in 	 playing in 	entailment
9670	4231971701.jpg#1r1e	1503054.0	Little blond girl plays in her room, wearing a tutu.	A small child is playing in a tutu	 plays in 	 playing in 	entailment
9671	4231971701.jpg#4r3c	614786.0	A little girl reaches for a wicker basket.	A little girl reaches for a cedar basket.	 little girl 	 girl 	contradiction
9672	4231971701.jpg#4r4n	614786.0	A little girl reaches for a wicker basket.	A girl is going to put things in a basket.	 little girl 	 girl 	neutral
9673	4231971701.jpg#4r2c	614786.0	A little girl reaches for a wicker basket.	A little girl is parachuting	 little girl 	 girl 	contradiction
9674	4231971701.jpg#4r1n	614786.0	A little girl reaches for a wicker basket.	A little girl fills a wicker basket with flowers.	 little girl 	 girl 	neutral
9675	4231971701.jpg#4r2n	614786.0	A little girl reaches for a wicker basket.	A little girl is hungry and has a sandwich in her basket	 little girl 	 girl 	neutral
9676	4231971701.jpg#4r2e	614786.0	A little girl reaches for a wicker basket.	A little girl is reaching for her basket	 little girl 	 girl 	entailment
9677	4231971701.jpg#4r5c	614786.0	A little girl reaches for a wicker basket.	A little girl is petting a cat.	 little girl 	 girl 	contradiction
9678	4231971701.jpg#4r1c	614786.0	A little girl reaches for a wicker basket.	The little girl takes a nap in her bed.	 little girl 	 girl 	contradiction
9679	4231971701.jpg#4r4e	614786.0	A little girl reaches for a wicker basket.	A girl is reaching for a basket.	 little girl 	 girl 	entailment
9680	4231971701.jpg#4r3n	614786.0	A little girl reaches for a wicker basket.	A little girl reaches for a wicker basket to put her dolls into.	 little girl 	 girl 	neutral
9681	4231971701.jpg#4r1e	614786.0	A little girl reaches for a wicker basket.	A girl extends her little hands towards the basket.	 little girl 	 girl 	entailment
9682	2934359101.jpg#1r1c	808939.0	A man in a red helmet has water squirted in his mouth by another man in a boxing ring.	A man in a fedora.	 another man 	 man 	contradiction
9683	2934359101.jpg#1r1n	808939.0	A man in a red helmet has water squirted in his mouth by another man in a boxing ring.	A man in a red boxing helmet.	 another man 	 man 	neutral
9684	2934359101.jpg#1r1e	808939.0	A man in a red helmet has water squirted in his mouth by another man in a boxing ring.	A man in a red helmet.	 another man 	 man 	entailment
9685	3893021168.jpg#4r1c	614786.0	A little girl reading an inscription on a statue.	The little girl broke the statue.	 little girl 	 girl 	contradiction
